"num_collisions","max_temp","max_wind","day_group","winter_flag","year","fog","snow","weekday"
282,77,5.1,"Sun",0,2022,0,0,"7"
254,84,7,"Mon-Thu",0,2022,0,0,"1"
354,93,6,"Mon-Thu",0,2022,0,0,"2"
311,93,13,"Mon-Thu",0,2022,0,0,"3"
317,79,7,"Mon-Thu",0,2022,1,0,"4"
320,79,6,"Fri",0,2022,0,0,"5"
300,80.1,5.1,"Sat",0,2022,0,0,"6"
299,80.1,7,"Sun",0,2022,0,0,"7"
311,80.1,7,"Mon-Thu",0,2022,0,0,"1"
307,80.1,8.9,"Mon-Thu",0,2022,0,0,"2"
311,82,7,"Mon-Thu",0,2022,0,0,"3"
317,82,9.9,"Mon-Thu",0,2022,1,0,"4"
366,81,8.9,"Fri",0,2022,0,0,"5"
308,77,8,"Sat",0,2022,0,0,"6"
275,73.9,8,"Sun",0,2022,0,0,"7"
319,84.9,8,"Mon-Thu",0,2022,0,0,"1"
315,84.9,7,"Mon-Thu",0,2022,0,0,"2"
360,82.9,8,"Mon-Thu",0,2022,0,0,"3"
302,82.9,8.9,"Mon-Thu",0,2022,0,0,"4"
369,88,13,"Fri",0,2022,0,0,"5"
317,88,13,"Sat",0,2022,0,0,"6"
304,75,11.1,"Sun",0,2022,0,0,"7"
280,78.1,6,"Mon-Thu",0,2022,0,0,"1"
316,80.1,5.1,"Mon-Thu",0,2022,0,0,"2"
264,80.1,8.9,"Mon-Thu",0,2022,0,0,"3"
298,73.9,8,"Mon-Thu",0,2022,0,0,"4"
355,81,6,"Fri",0,2022,0,0,"5"
364,90,5.1,"Sat",0,2022,0,0,"6"
343,90,7,"Sun",0,2022,0,0,"7"
302,89.1,8,"Mon-Thu",0,2022,0,0,"1"
294,79,7,"Mon-Thu",0,2022,0,0,"2"
304,84,6,"Mon-Thu",0,2022,0,0,"3"
322,86,8,"Mon-Thu",0,2022,0,0,"4"
315,91,5.1,"Fri",0,2022,0,0,"5"
276,91,5.1,"Sat",0,2022,0,0,"6"
250,88,8,"Sun",0,2022,0,0,"7"
255,88,7,"Mon-Thu",0,2022,0,0,"1"
283,87.1,6,"Mon-Thu",0,2022,0,0,"2"
290,84,8.9,"Mon-Thu",0,2022,0,0,"3"
285,84.9,8.9,"Mon-Thu",0,2022,0,0,"4"
297,84,5.1,"Fri",0,2022,1,0,"5"
259,84.9,7,"Sat",0,2022,0,0,"6"
250,84.9,8.9,"Sun",0,2022,0,0,"7"
279,84.9,6,"Mon-Thu",0,2022,0,0,"1"
266,90,8.9,"Mon-Thu",0,2022,0,0,"2"
307,91,5.1,"Mon-Thu",0,2022,0,0,"3"
270,91,6,"Mon-Thu",0,2022,0,0,"4"
312,90,9.9,"Fri",0,2022,0,0,"5"
277,86,15.9,"Sat",0,2022,1,0,"6"
281,84.9,6,"Sun",0,2022,0,0,"7"
302,82.9,8.9,"Mon-Thu",0,2022,1,0,"1"
292,90,8,"Mon-Thu",0,2022,0,0,"2"
290,95,7,"Mon-Thu",0,2022,0,0,"3"
297,91.9,8.9,"Mon-Thu",0,2022,0,0,"4"
334,93.9,7,"Fri",0,2022,0,0,"5"
305,93.9,7,"Sat",0,2022,0,0,"6"
264,95,7,"Sun",0,2022,0,0,"7"
279,89.1,14,"Mon-Thu",0,2022,1,0,"1"
276,86,8,"Mon-Thu",0,2022,0,0,"2"
287,84.9,6,"Mon-Thu",0,2022,0,0,"3"
297,87.1,6,"Mon-Thu",0,2022,0,0,"4"
310,87.1,7,"Fri",0,2022,0,0,"5"
305,87.1,9.9,"Sat",0,2022,0,0,"6"
288,87.1,4.1,"Sun",0,2022,0,0,"7"
293,86,7,"Mon-Thu",0,2022,0,0,"1"
292,90,8.9,"Mon-Thu",0,2022,0,0,"2"
324,90,6,"Mon-Thu",0,2022,0,0,"3"
299,93,7,"Mon-Thu",0,2022,0,0,"4"
323,93,6,"Fri",0,2022,0,0,"5"
312,91.9,7,"Sat",0,2022,0,0,"6"
266,91.9,9.9,"Sun",0,2022,1,0,"7"
318,93,8,"Mon-Thu",0,2022,0,0,"1"
284,97,11.1,"Mon-Thu",0,2022,0,0,"2"
262,97,6,"Mon-Thu",0,2022,0,0,"3"
286,89.1,5.1,"Mon-Thu",0,2022,0,0,"4"
351,89.1,8,"Fri",0,2022,0,0,"5"
307,84.9,8.9,"Sat",0,2022,0,0,"6"
305,82,7,"Sun",0,2022,0,0,"7"
241,82.9,5.1,"Mon-Thu",0,2022,0,0,"1"
291,82.9,12,"Mon-Thu",0,2022,0,0,"2"
261,82.9,6,"Mon-Thu",0,2022,0,0,"3"
282,87.1,13,"Mon-Thu",0,2022,1,0,"4"
286,90,7,"Fri",0,2022,0,0,"5"
310,90,8.9,"Sat",0,2022,0,0,"6"
272,90,7,"Sun",0,2022,0,0,"7"
249,82,7,"Mon-Thu",0,2022,0,0,"1"
273,84.9,7,"Mon-Thu",0,2022,0,0,"2"
230,90,6,"Mon-Thu",0,2022,0,0,"3"
276,91,5.1,"Mon-Thu",0,2022,0,0,"4"
296,91,6,"Fri",0,2022,1,0,"5"
305,90,7,"Sat",0,2022,0,0,"6"
284,90,8,"Sun",0,2022,0,0,"7"
258,84.9,6,"Mon-Thu",0,2022,0,0,"1"
282,89.1,9.9,"Mon-Thu",0,2022,0,0,"2"
292,89.1,8,"Mon-Thu",0,2022,0,0,"3"
302,86,5.1,"Mon-Thu",0,2022,0,0,"4"
289,86,7,"Fri",0,2022,0,0,"5"
299,82,6,"Sat",0,2022,0,0,"6"
251,90,8,"Sun",0,2022,0,0,"7"
253,90,7,"Mon-Thu",0,2022,0,0,"1"
339,75,7,"Mon-Thu",0,2022,1,0,"2"
261,73.9,11.1,"Mon-Thu",0,2022,0,0,"3"
301,78.1,6,"Mon-Thu",0,2022,0,0,"4"
363,80.1,8,"Fri",0,2022,0,0,"5"
272,86,4.1,"Sat",0,2022,0,0,"6"
259,86,5.1,"Sun",0,2022,0,0,"7"
314,81,5.1,"Mon-Thu",0,2022,0,0,"1"
326,82,8,"Mon-Thu",0,2022,1,0,"2"
307,82,8,"Mon-Thu",0,2022,0,0,"3"
333,80.1,8,"Mon-Thu",0,2022,0,0,"4"
350,75,4.1,"Fri",0,2022,0,0,"5"
262,75.9,7,"Sat",0,2022,0,0,"6"
295,82.9,9.9,"Sun",0,2022,0,0,"7"
293,84.9,8,"Mon-Thu",0,2022,0,0,"1"
288,84.9,8,"Mon-Thu",0,2022,0,0,"2"
335,80.1,5.1,"Mon-Thu",0,2022,0,0,"3"
279,80.1,15,"Mon-Thu",0,2022,1,0,"4"
322,75,12,"Fri",0,2022,0,0,"5"
286,69.1,9.9,"Sat",0,2022,0,0,"6"
283,72,7,"Sun",0,2022,0,0,"7"
260,73.9,8,"Mon-Thu",0,2022,1,0,"1"
228,73.9,8,"Mon-Thu",0,2022,0,0,"2"
284,70,7,"Mon-Thu",0,2022,0,0,"3"
314,69.1,11.1,"Mon-Thu",0,2022,0,0,"4"
328,66,9.9,"Fri",0,2022,0,0,"5"
328,62.1,14,"Sat",0,2022,0,0,"6"
245,61,14,"Sun",0,2022,0,0,"7"
323,60.1,17.1,"Mon-Thu",0,2022,0,0,"1"
270,55.4,13,"Mon-Thu",0,2022,0,0,"2"
244,59,9.9,"Mon-Thu",0,2022,0,0,"3"
335,73.9,5.1,"Mon-Thu",0,2022,0,0,"4"
322,75.9,6,"Fri",0,2022,0,0,"5"
305,75.9,8,"Sat",0,2022,0,0,"6"
243,61,8,"Sun",0,2022,0,0,"7"
216,66.9,5.1,"Mon-Thu",0,2022,0,0,"1"
277,70,6,"Mon-Thu",0,2022,0,0,"2"
314,70,6,"Mon-Thu",0,2022,0,0,"3"
303,70,8.9,"Mon-Thu",0,2022,0,0,"4"
347,69.1,12,"Fri",0,2022,0,0,"5"
275,68,7,"Sat",0,2022,0,0,"6"
248,68,5.1,"Sun",0,2022,0,0,"7"
262,66,8.9,"Mon-Thu",0,2022,0,0,"1"
250,66,8,"Mon-Thu",0,2022,0,0,"2"
286,55.9,9.9,"Mon-Thu",0,2022,0,0,"3"
299,57,8.9,"Mon-Thu",0,2022,0,0,"4"
335,62.1,5.1,"Fri",0,2022,0,0,"5"
325,66,6,"Sat",0,2022,0,0,"6"
240,66,11.1,"Sun",0,2022,0,0,"7"
296,61,9.9,"Mon-Thu",0,2022,0,0,"1"
295,70,8.9,"Mon-Thu",0,2022,1,0,"2"
266,72,7,"Mon-Thu",0,2022,0,0,"3"
314,72,11.1,"Mon-Thu",0,2022,0,0,"4"
302,64.9,11.1,"Fri",0,2022,0,0,"5"
307,57.9,7,"Sat",0,2022,0,0,"6"
290,63,4.1,"Sun",0,2022,0,0,"7"
286,64.9,6,"Mon-Thu",0,2022,0,0,"1"
278,66.9,7,"Mon-Thu",0,2022,0,0,"2"
322,70,7,"Mon-Thu",0,2022,0,0,"3"
317,70,2.9,"Mon-Thu",0,2022,0,0,"4"
287,70,6,"Fri",0,2022,0,0,"5"
294,75.9,5.1,"Sat",0,2022,0,0,"6"
231,75.9,7,"Sun",0,2022,0,0,"7"
280,77,8,"Mon-Thu",0,2022,0,0,"1"
231,77,8.9,"Mon-Thu",0,2022,0,0,"2"
259,57.9,12,"Mon-Thu",0,2022,0,0,"3"
266,66,6,"Mon-Thu",0,2022,0,0,"4"
310,66.9,8,"Fri",0,2022,0,0,"5"
270,69.1,8.9,"Sat",0,2022,0,0,"6"
237,69.1,9.9,"Sun",0,2022,0,0,"7"
263,45,11.1,"Mon-Thu",0,2022,0,0,"1"
297,46,11.1,"Mon-Thu",0,2022,0,0,"2"
303,50,12,"Mon-Thu",0,2022,0,0,"3"
290,50,11.1,"Mon-Thu",0,2022,0,0,"4"
284,46,8,"Fri",0,2022,0,0,"5"
319,44.1,9.9,"Sat",0,2022,0,0,"6"
249,39.9,14,"Sun",0,2022,0,0,"7"
305,41,9.9,"Mon-Thu",0,2022,0,0,"1"
306,51.1,9.9,"Mon-Thu",0,2022,0,0,"2"
297,55,8,"Mon-Thu",0,2022,0,0,"3"
190,55,7,"Mon-Thu",0,2022,0,0,"4"
232,55,12,"Fri",0,2022,0,0,"5"
247,57,12,"Sat",0,2022,0,0,"6"
238,57,8.9,"Sun",0,2022,0,0,"7"
254,60.1,12,"Mon-Thu",0,2022,1,0,"1"
240,54,6,"Mon-Thu",0,2022,0,0,"2"
279,57.9,14,"Mon-Thu",0,2022,0,0,"3"
291,57.9,14,"Mon-Thu",0,2022,0,0,"4"
298,44.1,6,"Fri",0,2022,0,0,"5"
279,57.9,11.1,"Sat",0,2022,0,0,"6"
255,57.9,12,"Sun",0,2022,0,0,"7"
269,48,8,"Mon-Thu",0,2022,0,0,"1"
318,57.9,8,"Mon-Thu",0,2022,0,0,"2"
298,59,9.9,"Mon-Thu",0,2022,1,0,"3"
286,59,8,"Mon-Thu",0,2022,0,0,"4"
305,55,9.9,"Fri",0,2022,0,0,"5"
253,45,9.9,"Sat",0,2022,0,0,"6"
234,39.9,12,"Sun",0,2022,0,0,"7"
282,39.9,8.9,"Mon-Thu",0,2022,0,0,"1"
302,39.9,7,"Mon-Thu",0,2022,0,0,"2"
261,39.9,9.9,"Mon-Thu",0,2022,0,0,"3"
334,41,13,"Mon-Thu",0,2022,0,0,"4"
373,44.6,15,"Fri",0,2022,0,0,"5"
277,44.1,11.1,"Sat",0,2022,0,0,"6"
241,44.1,9.9,"Sun",0,2022,0,0,"7"
277,39.9,9.9,"Mon-Thu",0,2022,0,0,"1"
266,39,8.9,"Mon-Thu",0,2022,0,0,"2"
267,39.9,6,"Mon-Thu",0,2022,0,0,"3"
290,45,15.9,"Mon-Thu",0,2022,0,0,"4"
311,57.9,20,"Fri",0,2022,1,0,"5"
267,16,17.1,"Sat",0,2022,0,0,"6"
181,28,12,"Sun",0,2022,0,0,"7"
189,28.9,11.1,"Mon-Thu",0,2022,0,0,"1"
213,35.1,8,"Mon-Thu",0,2022,0,0,"2"
221,46.9,8.9,"Mon-Thu",0,2022,0,0,"3"
203,51.1,8,"Mon-Thu",0,2022,0,0,"4"
299,62.1,8.9,"Fri",0,2022,0,0,"5"
248,62.1,5.1,"Sat",0,2022,0,0,"6"
275,55,8.9,"Sun",1,2023,0,0,"7"
206,55.9,6,"Mon-Thu",1,2023,0,0,"1"
224,57,7,"Mon-Thu",1,2023,1,0,"2"
251,66,8.9,"Mon-Thu",1,2023,0,0,"3"
234,66,8.9,"Mon-Thu",1,2023,0,0,"4"
234,50,8,"Fri",1,2023,0,0,"5"
181,48.9,8.9,"Sat",1,2023,0,0,"6"
188,45,8,"Sun",1,2023,0,0,"7"
242,44.1,8.9,"Mon-Thu",1,2023,0,0,"1"
252,44.1,7,"Mon-Thu",1,2023,0,0,"2"
215,41,8.9,"Mon-Thu",1,2023,0,0,"3"
279,54,8.9,"Mon-Thu",1,2023,0,0,"4"
298,57,11.1,"Fri",1,2023,0,0,"5"
248,39.9,12,"Sat",1,2023,0,0,"6"
192,41,14,"Sun",1,2023,0,0,"7"
216,48,13,"Mon-Thu",1,2023,0,0,"1"
256,48,7,"Mon-Thu",1,2023,0,0,"2"
258,53.1,13,"Mon-Thu",1,2023,0,0,"3"
298,53.1,8.9,"Mon-Thu",1,2023,0,0,"4"
235,48.9,13,"Fri",1,2023,0,0,"5"
230,48.9,12,"Sat",1,2023,0,0,"6"
242,42.1,8,"Sun",1,2023,0,0,"7"
253,42.1,14,"Mon-Thu",1,2023,0,0,"1"
235,46,13,"Mon-Thu",1,2023,0,0,"2"
256,46,8.9,"Mon-Thu",1,2023,0,0,"3"
256,57,15,"Mon-Thu",1,2023,1,0,"4"
235,57,11.1,"Fri",1,2023,0,0,"5"
260,52,11.1,"Sat",1,2023,0,0,"6"
215,53.1,8.9,"Sun",1,2023,0,0,"7"
232,55,8.9,"Mon-Thu",1,2023,0,0,"1"
261,55,8.9,"Mon-Thu",1,2023,0,0,"2"
256,50,8,"Mon-Thu",1,2023,0,0,"3"
262,39.9,8,"Mon-Thu",1,2023,0,0,"4"
307,39.9,17.1,"Fri",1,2023,0,0,"5"
222,35.1,15,"Sat",1,2023,0,0,"6"
207,48.9,9.9,"Sun",1,2023,0,0,"7"
255,52,13,"Mon-Thu",1,2023,0,0,"1"
258,52,7,"Mon-Thu",1,2023,0,0,"2"
237,53.1,9.9,"Mon-Thu",1,2023,0,0,"3"
238,53.1,9.9,"Mon-Thu",1,2023,0,0,"4"
297,61,17.1,"Fri",1,2023,0,0,"5"
260,61,11.1,"Sat",1,2023,0,0,"6"
208,48,8.9,"Sun",1,2023,0,0,"7"
263,57,11.1,"Mon-Thu",1,2023,0,0,"1"
259,57,11.1,"Mon-Thu",1,2023,0,0,"2"
264,66.9,7,"Mon-Thu",1,2023,0,0,"3"
261,70,9.9,"Mon-Thu",1,2023,0,0,"4"
276,70,13,"Fri",1,2023,1,0,"5"
252,42.1,12,"Sat",1,2023,0,0,"6"
241,50,9.9,"Sun",1,2023,0,0,"7"
186,61,11.1,"Mon-Thu",1,2023,0,0,"1"
226,61,9.9,"Mon-Thu",1,2023,0,0,"2"
213,50,11.1,"Mon-Thu",1,2023,0,0,"3"
215,44.1,12,"Mon-Thu",1,2023,0,0,"4"
269,45,17.1,"Fri",1,2023,0,0,"5"
239,45,13,"Sat",1,2023,0,0,"6"
232,50,9.9,"Sun",1,2023,0,0,"7"
246,50,8.9,"Mon-Thu",1,2023,0,0,"1"
228,46,15.9,"Mon-Thu",1,2023,1,0,"2"
311,44.1,8,"Mon-Thu",1,2023,0,2,"3"
247,54,8,"Mon-Thu",1,2023,0,1.2,"4"
282,48,11.1,"Fri",1,2023,0,0,"5"
270,46.9,18.1,"Sat",1,2023,0,0,"6"
264,53.1,13,"Sun",1,2023,0,0,"7"
257,53.1,8.9,"Mon-Thu",1,2023,0,0,"1"
273,52,20,"Mon-Thu",1,2023,0,0,"2"
236,48,12,"Mon-Thu",1,2023,0,0,"3"
297,51.1,12,"Mon-Thu",1,2023,0,0,"4"
292,51.1,7,"Fri",1,2023,0,0,"5"
244,46,11.1,"Sat",1,2023,0,0,"6"
213,48,8,"Sun",1,2023,0,0,"7"
317,48,12,"Mon-Thu",1,2023,0,0,"1"
268,45,17.1,"Mon-Thu",1,2023,0,0,"2"
284,45,17.1,"Mon-Thu",1,2023,0,0,"3"
252,59,12,"Mon-Thu",1,2023,0,0,"4"
282,60.1,7,"Fri",1,2023,0,0,"5"
233,60.1,9.9,"Sat",1,2023,0,0,"6"
248,55.9,15,"Sun",1,2023,0,0,"7"
287,51.1,8.9,"Mon-Thu",1,2023,0,0,"1"
248,63,9.9,"Mon-Thu",1,2023,0,0,"2"
221,63,8.9,"Mon-Thu",1,2023,0,0,"3"
261,62.1,8.9,"Mon-Thu",1,2023,0,0,"4"
247,60.1,9.9,"Fri",1,2023,0,0,"5"
226,55,12,"Sat",1,2023,0,0,"6"
284,63,9.9,"Sun",1,2023,0,0,"7"
264,63,11.1,"Mon-Thu",1,2023,0,0,"1"
246,62.1,9.9,"Mon-Thu",1,2023,0,0,"2"
274,55,8.9,"Mon-Thu",1,2023,0,0,"3"
293,55,12,"Mon-Thu",1,2023,0,0,"4"
256,52,7,"Fri",1,2023,0,0,"5"
278,72,9.9,"Sat",0,2023,0,0,"6"
246,72,14,"Sun",0,2023,0,0,"7"
260,59,8.9,"Mon-Thu",0,2023,0,0,"1"
305,73,7,"Mon-Thu",0,2023,0,0,"2"
275,73,14,"Mon-Thu",0,2023,0,0,"3"
226,80.1,6,"Mon-Thu",0,2023,0,0,"4"
209,64,11.1,"Fri",0,2023,0,0,"5"
224,60.1,8,"Sat",0,2023,0,0,"6"
210,57,12,"Sun",0,2023,0,0,"7"
218,68,8,"Mon-Thu",0,2023,0,0,"1"
209,75,9.9,"Mon-Thu",0,2023,0,0,"2"
233,84,11.1,"Mon-Thu",0,2023,0,0,"3"
237,90,11.1,"Mon-Thu",0,2023,0,0,"4"
287,91,8.9,"Fri",0,2023,0,0,"5"
242,78.1,8,"Sat",0,2023,0,0,"6"
222,75,7,"Sun",0,2023,0,0,"7"
254,71.1,11.1,"Mon-Thu",0,2023,0,0,"1"
236,62.1,14,"Mon-Thu",0,2023,0,0,"2"
272,64,11.1,"Mon-Thu",0,2023,0,0,"3"
287,66,5.1,"Mon-Thu",0,2023,0,0,"4"
312,71.1,8.9,"Fri",0,2023,0,0,"5"
258,71.1,11.1,"Sat",0,2023,0,0,"6"
269,69.1,9.9,"Sun",0,2023,0,0,"7"
302,69.1,8.9,"Mon-Thu",0,2023,0,0,"1"
257,62.1,5.1,"Mon-Thu",0,2023,0,0,"2"
285,60.1,6,"Mon-Thu",0,2023,0,0,"3"
237,60.1,8,"Mon-Thu",0,2023,0,0,"4"
305,57,8,"Fri",0,2023,0,0,"5"
327,53.1,11.1,"Sat",0,2023,0,0,"6"
284,59,12,"Sun",0,2023,1,0,"7"
261,61,14,"Mon-Thu",0,2023,1,0,"1"
243,61,14,"Mon-Thu",0,2023,1,0,"2"
262,57,7,"Mon-Thu",0,2023,0,0,"3"
287,57,7,"Mon-Thu",0,2023,0,0,"4"
301,66,5.1,"Fri",0,2023,0,0,"5"
346,73,5.1,"Sat",0,2023,0,0,"6"
292,78.1,5.1,"Sun",0,2023,0,0,"7"
299,78.1,8.9,"Mon-Thu",0,2023,0,0,"1"
297,77,8.9,"Mon-Thu",0,2023,0,0,"2"
267,73,6,"Mon-Thu",0,2023,0,0,"3"
289,80.1,7,"Mon-Thu",0,2023,0,0,"4"
370,87.1,6,"Fri",0,2023,0,0,"5"
297,87.1,7,"Sat",0,2023,0,0,"6"
289,82,8,"Sun",0,2023,0,0,"7"
265,73.9,8,"Mon-Thu",0,2023,0,0,"1"
285,78.1,8.9,"Mon-Thu",0,2023,0,0,"2"
330,79,8.9,"Mon-Thu",0,2023,0,0,"3"
319,69.1,8,"Mon-Thu",0,2023,0,0,"4"
313,70,5.1,"Fri",0,2023,0,0,"5"
300,70,8,"Sat",0,2023,1,0,"6"
284,70,8.9,"Sun",0,2023,0,0,"7"
286,75,8,"Mon-Thu",0,2023,0,0,"1"
270,75,6,"Mon-Thu",0,2023,0,0,"2"
274,77,7,"Mon-Thu",0,2023,0,0,"3"
296,77,9.9,"Mon-Thu",0,2023,0,0,"4"
296,72,8.9,"Fri",0,2023,0,0,"5"
300,78.1,6,"Sat",0,2023,0,0,"6"
267,79,5.1,"Sun",0,2023,0,0,"7"
249,79,15,"Mon-Thu",0,2023,0,0,"1"
286,79,8.9,"Mon-Thu",0,2023,0,0,"2"
265,77,6,"Mon-Thu",0,2023,0,0,"3"
335,87.1,5.1,"Mon-Thu",0,2023,0,0,"4"
312,91,12,"Fri",0,2023,0,0,"5"
216,69.1,11.1,"Sat",0,2023,0,0,"6"
256,69.1,12,"Sun",0,2023,0,0,"7"
253,75.9,8,"Mon-Thu",0,2023,0,0,"1"
268,79,12,"Mon-Thu",0,2023,0,0,"2"
259,79,9.9,"Mon-Thu",0,2023,0,0,"3"
233,72,6,"Mon-Thu",0,2023,0,0,"4"
287,72,8.9,"Fri",0,2023,0,0,"5"
291,78.1,7,"Sat",0,2023,0,0,"6"
250,82,6,"Sun",0,2023,0,0,"7"
289,82,8,"Mon-Thu",0,2023,0,0,"1"
274,78.1,8.9,"Mon-Thu",0,2023,0,0,"2"
288,78.1,8.9,"Mon-Thu",0,2023,0,0,"3"
284,77,9.9,"Mon-Thu",0,2023,0,0,"4"
310,79,7,"Fri",0,2023,0,0,"5"
270,79,8,"Sat",0,2023,0,0,"6"
314,80.1,8.9,"Sun",0,2023,0,0,"7"
261,81,7,"Mon-Thu",0,2023,0,0,"1"
279,81,8,"Mon-Thu",0,2023,0,0,"2"
268,78.1,14,"Mon-Thu",0,2023,0,0,"3"
231,73,14,"Mon-Thu",0,2023,0,0,"4"
255,72,6,"Fri",0,2023,0,0,"5"
285,78.1,5.1,"Sat",0,2023,0,0,"6"
287,84.9,5.1,"Sun",0,2023,0,0,"7"
288,84.9,11.1,"Mon-Thu",0,2023,1,0,"1"
272,79,8,"Mon-Thu",0,2023,0,0,"2"
241,82,8,"Mon-Thu",0,2023,0,0,"3"
263,82,7,"Mon-Thu",0,2023,0,0,"4"
266,84,6,"Fri",0,2023,0,0,"5"
230,84,6,"Sat",0,2023,0,0,"6"
245,88,5.1,"Sun",0,2023,1,0,"7"
274,89.1,7,"Mon-Thu",0,2023,0,0,"1"
229,89.1,7,"Mon-Thu",0,2023,1,0,"2"
278,91.9,5.1,"Mon-Thu",0,2023,0,0,"3"
263,93,4.1,"Mon-Thu",0,2023,0,0,"4"
269,90,4.1,"Fri",0,2023,0,0,"5"
244,88,24.1,"Sat",0,2023,0,0,"6"
242,81,6,"Sun",0,2023,0,0,"7"
263,84,8.9,"Mon-Thu",0,2023,1,0,"1"
275,89.1,6,"Mon-Thu",0,2023,0,0,"2"
281,91,6,"Mon-Thu",0,2023,0,0,"3"
283,91,6,"Mon-Thu",0,2023,0,0,"4"
272,88,11.1,"Fri",0,2023,0,0,"5"
251,88,7,"Sat",0,2023,1,0,"6"
284,88,5.1,"Sun",0,2023,1,0,"7"
311,88,6,"Mon-Thu",0,2023,0,0,"1"
246,88,8,"Mon-Thu",0,2023,0,0,"2"
228,84,6,"Mon-Thu",0,2023,0,0,"3"
283,88,5.1,"Mon-Thu",0,2023,0,0,"4"
323,88,7,"Fri",0,2023,0,0,"5"
281,84.9,7,"Sat",0,2023,0,0,"6"
249,88,5.1,"Sun",0,2023,0,0,"7"
249,88,7,"Mon-Thu",0,2023,0,0,"1"
301,86,9.9,"Mon-Thu",0,2023,0,0,"2"
269,87.1,6,"Mon-Thu",0,2023,0,0,"3"
241,91.9,11.1,"Mon-Thu",0,2023,0,0,"4"
287,91.9,8,"Fri",0,2023,0,0,"5"
270,91.9,9.9,"Sat",0,2023,0,0,"6"
255,89.1,9.9,"Sun",0,2023,0,0,"7"
260,84.9,6,"Mon-Thu",0,2023,0,0,"1"
280,84.9,8,"Mon-Thu",0,2023,0,0,"2"
255,82,7,"Mon-Thu",0,2023,0,0,"3"
261,81,5.1,"Mon-Thu",0,2023,0,0,"4"
272,80.1,6,"Fri",0,2023,0,0,"5"
261,87.1,7,"Sat",0,2023,0,0,"6"
267,87.1,5.1,"Sun",0,2023,0,0,"7"
245,80.1,6,"Mon-Thu",0,2023,1,0,"1"
240,81,13,"Mon-Thu",0,2023,0,0,"2"
261,86,9.9,"Mon-Thu",0,2023,0,0,"3"
291,86,6,"Mon-Thu",0,2023,0,0,"4"
275,84.9,8,"Fri",0,2023,0,0,"5"
300,84.9,6,"Sat",0,2023,0,0,"6"
272,88,8.9,"Sun",0,2023,0,0,"7"
270,88,4.1,"Mon-Thu",0,2023,0,0,"1"
254,80.1,11.1,"Mon-Thu",0,2023,1,0,"2"
260,82,8.9,"Mon-Thu",0,2023,1,0,"3"
201,82,9.9,"Mon-Thu",0,2023,0,0,"4"
295,80.1,11.1,"Fri",0,2023,1,0,"5"
273,80.1,8.9,"Sat",0,2023,0,0,"6"
261,84.9,6,"Sun",0,2023,0,0,"7"
254,88,8,"Mon-Thu",0,2023,0,0,"1"
230,88,11.1,"Mon-Thu",0,2023,0,0,"2"
222,80.1,7,"Mon-Thu",0,2023,0,0,"3"
235,80.1,7,"Mon-Thu",0,2023,0,0,"4"
243,78.1,8,"Fri",0,2023,0,0,"5"
253,84,6,"Sat",0,2023,1,0,"6"
249,84,8,"Sun",0,2023,0,0,"7"
233,84,7,"Mon-Thu",0,2023,0,0,"1"
223,80.1,7,"Mon-Thu",0,2023,0,0,"2"
257,82.9,8,"Mon-Thu",0,2023,0,0,"3"
311,82.9,12,"Mon-Thu",0,2023,0,0,"4"
289,77,8,"Fri",0,2023,0,0,"5"
283,79,4.1,"Sat",0,2023,0,0,"6"
259,88,6,"Sun",0,2023,0,0,"7"
264,89.1,6,"Mon-Thu",0,2023,0,0,"1"
285,91.9,5.1,"Mon-Thu",0,2023,0,0,"2"
291,93,5.1,"Mon-Thu",0,2023,0,0,"3"
306,93,4.1,"Mon-Thu",0,2023,0,0,"4"
260,93,6,"Fri",0,2023,0,0,"5"
269,90,12,"Sat",0,2023,0,0,"6"
242,84,8,"Sun",0,2023,1,0,"7"
294,82,7,"Mon-Thu",0,2023,1,0,"1"
280,82,5.1,"Mon-Thu",0,2023,0,0,"2"
260,82,6,"Mon-Thu",0,2023,0,0,"3"
305,79,8,"Mon-Thu",0,2023,0,0,"4"
273,77,8.9,"Fri",0,2023,0,0,"5"
288,75,9.9,"Sat",0,2023,0,0,"6"
213,77,6,"Sun",0,2023,0,0,"7"
280,77,8,"Mon-Thu",0,2023,1,0,"1"
285,72,8,"Mon-Thu",0,2023,0,0,"2"
285,73.9,6,"Mon-Thu",0,2023,0,0,"3"
284,73.9,7,"Mon-Thu",0,2023,0,0,"4"
284,71.1,12,"Fri",0,2023,0,0,"5"
257,71.1,14,"Sat",0,2023,0,0,"6"
279,66,14,"Sun",0,2023,1,0,"7"
236,66,15,"Mon-Thu",0,2023,0,0,"1"
271,66,13,"Mon-Thu",0,2023,0,0,"2"
293,64,13,"Mon-Thu",0,2023,0,0,"3"
306,64.9,11.1,"Mon-Thu",0,2023,0,0,"4"
318,64.9,13,"Fri",0,2023,1,0,"5"
248,66,8,"Sat",0,2023,0,0,"6"
245,75.9,8,"Sun",0,2023,0,0,"7"
276,77,6,"Mon-Thu",0,2023,0,0,"1"
312,80.1,5.1,"Mon-Thu",0,2023,0,0,"2"
284,82.9,5.1,"Mon-Thu",0,2023,0,0,"3"
290,75.9,5.1,"Mon-Thu",0,2023,0,0,"4"
306,77,7,"Fri",0,2023,0,0,"5"
270,71.1,9.9,"Sat",0,2023,0,0,"6"
225,69.1,11.1,"Sun",0,2023,0,0,"7"
